y_true,y_pred
0.0,0.42873111326297786
0.0,0.4136013295719875
0.0,0.395007035016736
1.0,0.42489655453685726
0.0,0.43416421477956235
0.0,0.4665523414251155
0.0,0.3810728834631686
0.0,0.38456515441367606
0.0,0.40030938740405575
1.0,0.39864633378757747
0.0,0.36104222389301077
0.0,0.3574943867914778
0.0,0.37817488338109856
0.0,0.414429655282849
0.0,0.40192934042108
0.0,0.36761896404356487
0.0,0.3712449848317444
0.0,0.40836318340258215
0.0,0.4545621333943407
0.0,0.43260017097479003
0.0,0.4498219195755961
1.0,0.376159437059075
0.0,0.42560682682786993
0.0,0.3250999975157073
0.0,0.4006488371227991
0.0,0.33380061946938927
1.0,0.3668125419778256
0.0,0.38383604969713114
0.0,0.38391888419765485
0.0,0.37472728072924893
0.0,0.39311687830854675
0.0,0.421724968323818
0.0,0.34932708642698407
0.0,0.38345933033834523
0.0,0.36234371834899454
1.0,0.4296638372479642
1.0,0.38848953760818783
0.0,0.35195071349202184
0.0,0.4246200588221949
1.0,0.38547054361416433
0.0,0.43084912955319266
0.0,0.42692104929966934
0.0,0.39524697038672707
0.0,0.435575551030706
0.0,0.3507430773287574
1.0,0.36717568670590234
0.0,0.39145544772544405
0.0,0.40181970142191115
1.0,0.352420581632408
1.0,0.37360360698147893
0.0,0.39549889426020096
1.0,0.35294616555458247
1.0,0.4007947208079102
0.0,0.41206603469732583
1.0,0.3845521630032773
0.0,0.39679449864248206
1.0,0.41967628059820444
0.0,0.3766887040191852
1.0,0.43547921589639976
0.0,0.448730345785312
0.0,0.3985869797597174
0.0,0.3424417573268269
0.0,0.3749146265556491
1.0,0.43148733901976855
0.0,0.37582980086371903
1.0,0.3691635739944362
0.0,0.43016369878236793
0.0,0.4733618154125091
1.0,0.40418677297442096
0.0,0.42184291683542063
0.0,0.4094628666300267
0.0,0.4849030022185883
1.0,0.37697064996158464
1.0,0.43018309252676074
0.0,0.440463589087186
1.0,0.3526096472607475
0.0,0.37201607458486674
0.0,0.4376804386173232
0.0,0.3820590522676314
0.0,0.33336588196119826
1.0,0.41143344445293456
0.0,0.4007817005001
1.0,0.41183386561368895
1.0,0.4070679094802233
0.0,0.40655557858174096
0.0,0.43382064659184966
1.0,0.38648192080708815
0.0,0.338723959339653
0.0,0.3727726616858795
0.0,0.4367808319611072
1.0,0.44757704424704503
0.0,0.42324630777498773
0.0,0.4169537344089383
0.0,0.4344027311069689
1.0,0.5022135882176204
0.0,0.42116159720788626
1.0,0.35536951391639365
0.0,0.3791323001909823
0.0,0.412604256779428
0.0,0.3529752665224671
0.0,0.3801491474029572
1.0,0.395458721705333
0.0,0.3923901200226919
0.0,0.4577951002921398
0.0,0.3834292871025986
0.0,0.3992585973559115
0.0,0.3517861173064995
1.0,0.4588850276364696
0.0,0.39669566315483185
1.0,0.38883201160820036
0.0,0.405806831634135
1.0,0.37378117713061076
0.0,0.35944325176721315
1.0,0.39480819818386814
0.0,0.3501723470695399
0.0,0.43588089569650645
1.0,0.4018684001670978
0.0,0.411472336688988
1.0,0.4004653679707894
0.0,0.4061066446620129
1.0,0.40589044013793796
1.0,0.4614173008336167
0.0,0.3359735369750245
1.0,0.40709566905174166
0.0,0.40503954514634316
1.0,0.3790273536973343
1.0,0.40060014127879623
0.0,0.43798834856611435
1.0,0.36946525217317844
1.0,0.46082899453697584
1.0,0.39687916912057863
1.0,0.3984503028275853
1.0,0.3711100943543393
0.0,0.32853580313847663
1.0,0.3929332736764212
1.0,0.42376652021195205
0.0,0.45852884798780963
0.0,0.3766373178666328
0.0,0.39294538698083104
1.0,0.36041839986415514
0.0,0.430862029423968
1.0,0.3584080382857451
0.0,0.38760714072874647
0.0,0.3884226473379697
1.0,0.41072315472742604
1.0,0.40599381610524016
1.0,0.45345961816591174
1.0,0.40885797032179705
0.0,0.37935481984670205
1.0,0.3926967367516438
0.0,0.4094191345857261
0.0,0.3906170883546585
1.0,0.4258329998732564
0.0,0.449579631533337
0.0,0.44426719395978764
0.0,0.363694698793896
0.0,0.3967302204822954
1.0,0.4094974970932514
0.0,0.4462954236919284
0.0,0.3827137174899899
0.0,0.4140165834280575
1.0,0.34330546831588565
0.0,0.42451245092114887
0.0,0.39404145502905885
0.0,0.34962313621892666
1.0,0.3755766713399065
0.0,0.43440334385911605
0.0,0.3362408306787704
1.0,0.3705863476580405
1.0,0.38653381021787825
1.0,0.35478980209074024
1.0,0.40485796011057573
0.0,0.38418090271207816
0.0,0.35658823698210396
1.0,0.3519154733027864
0.0,0.41669753784664004
0.0,0.38570496882436817
0.0,0.36989193068912635
1.0,0.34652649223729426
1.0,0.4588541632209142
0.0,0.45053042433509044
1.0,0.38220185628425374
1.0,0.4755302151817895
0.0,0.38591142626621733
0.0,0.42650630923925664
0.0,0.4466945749447815
0.0,0.4056667404329686
1.0,0.4492815799651818
0.0,0.41024551194082914
0.0,0.38197168595670544
1.0,0.4717484116715671
0.0,0.37008066792558203
1.0,0.4114054884650973
0.0,0.35654116402798897
0.0,0.38619976427315356
0.0,0.36566482502154507
1.0,0.37448334605552747
0.0,0.3877981812281023
0.0,0.396241848940554
